11

0	1	0		4
0	2	0		4
1	3	7250		1	
1	4	8250		2
1	5	8300		1
1	6	6200		1
1 	7	6900		2
1	8	7950		2

2	3	9200		1
2	4	9800		2
2	5	10100		1
2	6	7900		1
2	7	8900		2
2	8	9400		2

3	9	1280		1
4	9 	1880		3
5	9 	2040		1
6	9 	1980		1
7	9	2200		3
8	9 	2970		3

3	10	1600		1
4	10	2120		3
5	10	1700		1
6	10	2300		1
7	10	2450		3
8	10	2890		3

3	11	1730		1
4	11	2470		3
5	11	990		1
6	11	2860		1
7	11	2760		3
8	11	2800		3
9	12	0		4
10	12	0		4
11	12	0		4
